party,electorate,first_name,last_name,twitter_url,gender,tweet_id,created_at,retrieved_at,user_id,username,text,retweeted_tweet_id,retweeted_user_id,retweeted_user_name,in_reply_to_tweet_id,in_reply_to_user_id,in_reply_to_user_name,quoted_tweet_id,quoted_user_id,quoted_user_name,theme_claude
Queensland Labor,Ipswich,Jennifer,Howard,https://twitter.com/JenMP4Ipswich,F,1318786593658908675,2020-10-21T05:30:00.000000+0000,2020-10-21 16:09:05.000 +0000,2697320623,JenMP4Ipswich,"Labor is committed to creating jobs across Queensland – including in Ipswich.

We have committed to funding a number of infrastructure projects in our community and have invested in health, education, business and more. 

A vote for Labor is a vote for jobs and infrastructure. https://t.co/vfmrgaU9NW",,,,,,,,,,promise
Queensland Labor,Murrumba,Steven,Miles,https://twitter.com/StevenJMiles,M,1318787133767778305,2020-10-21T05:32:09.000000+0000,2020-10-22 00:29:39.000 +0000,19259091,StevenJMiles,"That went well @DebFrecklington @LNPQLD. “The police source blasted the idea as a “stupid” idea and said it would leave police tied up, unable to attend other jobs.” #qldpol https://t.co/zCrsA6vNCv",,,,,,,,,,other
Queensland Greens,Nicklin,Sue,Etheridge,https://twitter.com/EtheridgeSue,F,1318802629221384193,2020-10-21T06:33:43.000000+0000,2020-10-21 14:18:57.000 +0000,1661487846,EtheridgeSue,The Greens' four year economic recovery plan will create 2351 jobs per year on the Sunshine Coast by investing in public services and infrastructure. See our plan here: https://t.co/8a43xAhybS #vote1greens https://t.co/ZdVqtV9Jle,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318771996646346752,2020-10-21T04:32:00.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"Campbell McCall is the project manager of the Infrastructure Group, the construction company working on the Haughton River road and bridge upgrades, outside Townsville. The upgrades are part of our Real Bruce Plan and the company already has hundreds of workers on site. #qldjobs https://t.co/RCSjGcFPnL",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318786195048910848,2020-10-21T05:28:25.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"Checking out the progress on our $193m Townsville Port channel upgrade!

It’s really rockin’ - as in literally rocking, with the rock wall well underway.

#qldjobs #townsville https://t.co/LzT1TzsHWQ",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318786423634325506,2020-10-21T05:29:19.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"@townsvilleport is such a powerhouse for Queensland exports, and our $193 million investment means more berths, which is another chapter in Queensland’s economic recovery plan and jobs in the region.

@ScottStewartMP @AaronHarperMP @cr_leswalker #qldjobs #townsville",,,,1318786195048910848,256833444,AnnastaciaMP,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318805613338451968,2020-10-21T06:45:35.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"@SteveKanofski @TheRealPearl03 @SteveKanofski Right now we’re delivering massive upgrades on the Bruce around Cairns, Townsville, Mackay, Rockhampton, Gympie and the Sunshine Coast, with 33 projects underway, supporting thousands of regional jobs.",,,,1318748091038642177,598076231,SteveKanofski,,,,promise
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318768462769065984,2020-10-21T04:17:57.000000+0000,2020-10-21 20:49:24.000 +0000,2185743007,MichaelHealyMP,"The Palaszczuk Government is dedicated to rebuilding the tourism industry.
We 𝙬𝙞𝙡𝙡 be stimulating growth in tourism and all sectors.
We 𝙬𝙞𝙡𝙡 𝙣𝙤𝙩 be slashing jobs.

𝗩𝗢𝗧𝗘 1 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉 For the Great Barrier Reef
👉 For Jobs
👉 For Small Business https://t.co/izB8LYrOTp",,,,,,,,,,promise
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318768973354336256,2020-10-21T04:19:59.000000+0000,2020-10-21 20:49:24.000 +0000,2185743007,MichaelHealyMP,"The choice is clear at this election.

𝗩𝗢𝗧𝗘 𝟭 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉  For Education
👉  For Health
👉  For the Hospital
👉  For the Arts
👉  For the Environment
👉  For the Great Barrier Reef
👉  For Small Business
👉  For Jobs
👉  For All Of Us

 #HealyForCairns https://t.co/rSGJdssr72",,,,,,,,,,other
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318772311684689923,2020-10-21T04:33:15.000000+0000,2020-10-21 20:49:24.000 +0000,2185743007,MichaelHealyMP,"Stick with Annastacia.  Stick with Healy.

𝗩𝗢𝗧𝗘  𝟭  𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦

👉  For Education.
👉  For Health.
👉  For the Hospital.
👉  For the Arts.
👉  For the Environment.
👉  For the Great Barrier Reef.
👉  For Small Business.
👉  For Jobs.
👉  For All Of Us. https://t.co/yqa169UTfp",,,,,,,,,,other
Queensland Labor,Redcliffe,Yvette,D'Ath,https://twitter.com/YvetteDAth,F,1319782996036120576,2020-10-23T23:29:21.000000+0000,2020-10-24 20:34:27.000 +0000,279777404,YvetteDAth,"Great to be out at Margate this morning at our early voting centre talking about @AnnastaciaMP strong plan for Queensland and our Redcliffe community. 

Vote for Jobs! Not Cuts! 

@QLDLabor #qldpol #qldvotes https://t.co/hGNmldYloJ",,,,,,,,,,cuts
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1319525955845582850,2020-10-23T06:27:58.000000+0000,2020-10-23 15:42:25.000 +0000,984808496,MarkBaileyMP,"Remember who @DebFrecklington &amp; @LNPQLD are preferencing - Pauline Hanson and One Nation.

That would mean job cuts in a chaotic coalition.

They’ve also been united in calls to open the borders &amp; risking a 2nd wave for Queensland earlier this year as cases surged in Victoria https://t.co/NdlsUrXRSQ",,,,,,,,,,cuts
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1319528573137571841,2020-10-23T06:38:22.000000+0000,2020-10-23 09:42:00.000 +0000,632577753,DebFrecklington,"The @LNPQLD will help diversify the Gold Coast economy and create a decade of secure jobs with our $33 million investment to build a new technology institute, partnering with Griffith University. #qldpol https://t.co/x2zmUYIm8K",,,,,,,,,,promise
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1319787208392413184,2020-10-23T23:46:05.000000+0000,2020-10-24 07:53:34.000 +0000,632577753,DebFrecklington,The @RACQOfficial consistently ranks Old Cleveland Rd as among the most congested rds in Qld during peak time. An @LNPQLD gov will fund a $20m upgrade to support families &amp; businesses that rely on this road &amp; create jobs. All part of our $1b SEQ Congestion Package. #qldpol https://t.co/kTXI0OpKMy,,,,,,,,,,promise
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1319809516616118272,2020-10-24T01:14:44.000000+0000,2020-10-24 07:53:34.000 +0000,632577753,DebFrecklington,This is on top of the @LNPQLD’s plan to invest $90 million for an overpass across Gympie Rd at Carseldine. Our SEQ congestion program will create 3100 jobs. #qldpol (2/2),,,,1319809514426699776,632577753,DebFrecklington,,,,promise
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1319840177506824198,2020-10-24T03:16:34.000000+0000,2020-10-24 07:53:34.000 +0000,632577753,DebFrecklington,Third stop today at one of the Sunshine Coast’s biggest bottlenecks. The @LNPQLD will fund $15m to fix Caloundra Rd-Nicklin Way roundabout. We’ll also invest $35m to fast-track Bells Creek Arterial Rd. It’s all part of our SEQ plan to bust congestion &amp; create local jobs. #qldpol https://t.co/BLTNsfonlJ,,,,,,,,,,promise
Queensland Labor,Southport,Susie,Gallagher,https://twitter.com/susiesouthport,F,1319848249717592064,2020-10-24T03:48:38.000000+0000,2020-10-24 19:24:21.000 +0000,1298404589511651330,SusieSouthport,In case you missed it...here is our announcement about boosting jobs and providing education services for our TAFE colleges.  Our economic recovery plan is already well under way.  Support Premier Palaszczuk's team to keep Queensland moving. #qldjobs #southport #TAFE https://t.co/rZnBBPo7xW,,,,,,,,,,promise
Queensland Labor,Algester,Leanne,Enoch,https://twitter.com/LeanneEnoch,F,1319568728711835648,2020-10-23T09:17:55.000000+0000,2020-10-23 15:02:22.000 +0000,53665873,LeeanneEnoch,"Since 2015 the Palaszczuk Labor Government has been investing in Queensland’s unique National Parks and iconic Great Barrier Reef.  We are protecting the environment and supporting jobs for Queenslanders.
#qldvotes https://t.co/ypPRpVDlPD",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319475174203248640,2020-10-23T03:06:10.000000+0000,2020-10-23 06:01:46.000 +0000,256833444,AnnastaciaMP,"@robgilmourpm Additionally, the Treasurer has committed to handing down a budget by 1 December, should we be re-elected. This would be two months before the LNP.

Like all Queenslanders we wait with interest to see what jobs and services the LNP are planning to cut to fund their promises.",,,,1319448707914346497,1693079035,robgilmourpm,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319517265788694534,2020-10-23T05:53:26.000000+0000,2020-10-23 06:01:46.000 +0000,256833444,AnnastaciaMP,"We’re empowering Queensland manufacturing to supercharge our economic recovery.

With our support, @nojapower has grown into a global leader in medium voltage electrical equipment – blitzing the world with more than 60,000 installations in over 90 countries ⚡

#qldjobs https://t.co/gQerZqGTw3",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319685016792825856,2020-10-23T17:00:01.000000+0000,2020-10-24 04:13:18.000 +0000,256833444,AnnastaciaMP,"Thanks to Queensland's strong health response, businesses like NOJA have been able to stay open and keep Queenslanders in jobs 💪 #qldjobs https://t.co/FFt6sQbYWw",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319730312423919616,2020-10-23T20:00:00.000000+0000,2020-10-24 04:13:18.000 +0000,256833444,AnnastaciaMP,"COVID is not “just the flu,” and its effects can be debilitating for survivors. Queenslanders have done an incredible job to stop the spread in our state and I will continue to always put Queenslanders’ health first. Read the full storyat https://t.co/pLdFWMM6IS @abcnews #COVID19 https://t.co/04LPrxSJhR",,,,,,,,,,other
Queensland Labor,Gladstone,Glenn,Butcher,https://twitter.com/GlennButcherMP,M,1319798386455764993,2020-10-24T00:30:30.000000+0000,2020-10-24 09:13:39.000 +0000,3307517665,GlennButcherMP,"Joined the Cuts Bus in Cairns this morning. The choice this election is clear - jobs, stability and an economic plan for Queensland's future under @AnnastaciaMP or reckless cuts and chaos under Deb Frecklington and the LNP. #jobsnotcuts #qldsvotes @MarkRyanQLD https://t.co/fXt7r2bkNj",,,,,,,,,,cuts
Queensland Labor,Waterford,Shannon,Fentiman,https://twitter.com/ShannonFentiman,F,1321261296222834688,2020-10-28T01:23:35.000000+0000,2020-10-28 07:58:09.000 +0000,2186029770,ShannonFentiman,"3 days to go! #Makeyourvotecount

@KimeRichards is one of the hardest working MPs.

Kim ❤️s local biz &amp; her community, &amp; it was great to meet some of them at the Victoria Pt this morning.

Backing @AnnastaciaMP &amp; our strong health response will support Qld’s recovery &amp; jobs. https://t.co/MdhXiwndo5",,,,,,,,,,promise
Queensland Labor,Redcliffe,Yvette,D'Ath,https://twitter.com/YvetteDAth,F,1320972685279723521,2020-10-27T06:16:45.000000+0000,2020-10-27 15:09:07.000 +0000,279777404,YvetteDAth,"🌧 Even the rain won’t stop me being at pre-poll in Redcliffe ensuring locals know @AnnastaciaMP and my strong plan for Queensland to support jobs, not cuts! 

@QLDLabor #qldpol #qldvotes https://t.co/tuGcVzX4AW",,,,,,,,,,promise
Queensland Labor,Redcliffe,Yvette,D'Ath,https://twitter.com/YvetteDAth,F,1321245446392573953,2020-10-28T00:20:36.000000+0000,2020-10-28 08:12:10.000 +0000,279777404,YvetteDAth,"Better weather this morning down at pre-poll (although there is rain forecast for this afternoon).

Our focus is on keeping Queenslanders safe and through our strong health response we can now focus on strengthening our economy and creating jobs. 

Vote for jobs! Not cuts! https://t.co/KElqh0ZMyg",,,,,,,,,,promise
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1320953791106043912,2020-10-27T05:01:40.000000+0000,2020-10-28 00:39:52.000 +0000,632577753,DebFrecklington,"There’s a clear choice this election – four more years of @QLDLabor's failures or the @LNPQLD's plan to create jobs, crackdown on crime, no new or increased taxes and a plan to build big, bold infrastructure like the New Bradfield &amp; 4-lane the Bruce from Gympie to Cairns. #qldpol https://t.co/FGY4bpzKYn",,,,,,,,,,promise
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1321236803576184832,2020-10-27T23:46:16.000000+0000,2020-10-28 06:40:22.000 +0000,984808496,MarkBaileyMP,"Deb Frecklington would have opened borders ""months ago"" says NSW Premier @GladysB

Exactly &amp; risked a 2nd wave smashing Qld jobs just like in Victoria.

Qld doesn’t need a weak leader who ignores health advice in a pandemic. 

Stick with @AnnastaciaMP &amp; her strong leadership https://t.co/TQaOatKLFb",,,,,,,1321232630562476034,9609372,couriermail,cuts
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1321250415598432257,2020-10-28T00:40:21.000000+0000,2020-10-28 09:09:15.000 +0000,632577753,DebFrecklington,"Replacing the dangerous roundabout at Gooding Drive on the Gold Coast is all part of the @LNPQLD’s $1 billion infrastructure program creating 3,100 jobs and busting congestion across South-East Queensland. #qldpol @Ros_Bates_MP https://t.co/4CyNnduqXZ",,,,,,,,,,promise
Queensland Labor,Woodridge,Cameron,Dick,https://twitter.com/camerondickqld,M,1321226183934001152,2020-10-27T23:04:04.000000+0000,2020-10-28 08:16:11.000 +0000,236818401,camerondickqld,"7️⃣⏰⏰⏰⏰⏰⏰⏰ hours before the first Leaders’ Debate. Still HEAPS of time for @debfrecklington to release the full list of 32,297 jobs that will have to go to fund $26.55 Billion in @LNPQLD election commitments .... 

✂️✂️✂️✂️✂️✂️ #DontRiskDeb https://t.co/NExZyYZX8v",,,,,,,,,,cuts
Liberal National,Oodgeroo,Mark,Robinson,https://twitter.com/MarkRobinsonMP,M,1321192719004299264,2020-10-27T20:51:05.000000+0000,2020-10-28 07:35:07.000 +0000,93755668,MarkRobinsonMP,"@donbrownmp Happy to stand on my conservation credentials don, plus what I have achieved for jobs, roads, health, education ... btw, my BSc from James Cook Uni stands for Bachelor of Science with a double major in Marine Biology &amp; Zoology. It’s a real environmental degree. Have a nice day.",,,,1321191262829985792,47909433,donbrownmp,,,,promise
Queensland Labor,Gladstone,Glenn,Butcher,https://twitter.com/GlennButcherMP,M,1320964267663740928,2020-10-27T05:43:18.000000+0000,2020-10-28 01:59:59.000 +0000,3307517665,GlennButcherMP,Driving the Cuts Bus past LNP press conferences in Mackay definitely builds an appetite. #dontriskdeb #jobsnotcuts,,,,1320960344685096962,3307517665,GlennButcherMP,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320968973178048512,2020-10-27T06:02:00.000000+0000,2020-10-27 20:59:35.000 +0000,256833444,AnnastaciaMP,My focus? Keeping Queensland safe and creating jobs. https://t.co/h76rtvVaFG,,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320998443783892992,2020-10-27T07:59:06.000000+0000,2020-10-27 20:59:35.000 +0000,256833444,AnnastaciaMP,"Bundaberg is good to go and so is the rest of Queensland.

Let's get out and visit our regional Queensland towns and support our local businesses! #qldjobs #goodtogo https://t.co/w3dhqh1RMZ",,,,,,,,,,other
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1321134060916350976,2020-10-27T16:58:00.000000+0000,2020-10-27 20:59:35.000 +0000,256833444,AnnastaciaMP,"The world is seeing half a million new COVID cases every day.

It’s destroying jobs, livelihoods and entire economies.

The decisions we’ve taken in Queensland have kept us safe and protected lives and jobs.

I need a strong majority government to continue that work.

#qldvotes https://t.co/9eGb6eE6KR",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1321275545905102848,2020-10-28T02:20:12.000000+0000,2020-10-28 08:47:13.000 +0000,256833444,AnnastaciaMP,"Today I visited @CenturyYuasa, which powered on through pandemic - they kept their workforce in jobs and now want to hire more.

The only way they could do this is because we took decisive action to keep Queenslanders safe in March.

@JessPughMP @DrAnthonyLynham https://t.co/g60IpqZAh2",,,,,,,,,,promise
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1322412978340196352,2020-10-31T05:39:57.000000+0000,2020-10-31 06:08:28.000 +0000,632577753,DebFrecklington,"1️⃣A vote for the @LNPQLD = a stronger economy, more jobs, no new taxes, less crime, $300 car rego rebate, more infrastructure, better health and education. 
#qldpol https://t.co/MqUmQzUnL7",,,,,,,,,,promise
Queensland Greens,Nicklin,Sue,Etheridge,https://twitter.com/EtheridgeSue,F,1322960131529715712,2020-11-01T17:54:09.000000+0000,2020-11-01 19:23:22.000 +0000,1661487846,EtheridgeSue,"Australia will lose more than $3 trillion and 880,000 jobs over 50 years if climate change is not addressed, Deloitte says https://t.co/fTSCsdRdgB",,,,,,,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1322757499401850882,2020-11-01T04:28:58.000000+0000,2020-11-01 05:39:17.000 +0000,256833444,AnnastaciaMP,"My team has hit the ground running, and we’ll continue working hard to keep Queenslanders safe and in jobs. #qldjobs https://t.co/nVl6D0SpvB",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1323121970792210432,2020-11-02T04:37:14.000000+0000,2020-11-02 06:17:22.000 +0000,256833444,AnnastaciaMP,"Today my team and I are rolling up our sleeves and focused on delivering Queensland’s budget, keeping Queensland's plan for economic recovery on track.

@camerondickqld @StevenJMiles #qldjobs https://t.co/hxHw76je7E",,,,,,,,,,other
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1323181552302514176,2020-11-02T08:34:00.000000+0000,2020-11-02 10:50:33.000 +0000,256833444,AnnastaciaMP,Queensland’s economic recovery plan will create jobs all over this great state. #qldjobs https://t.co/pOJvVSsjoZ,,,,,,,,,,promise
Queensland Labor,Burdekin,Mike,Brunker,https://twitter.com/BrunkerMichael,M,1320562863853899776,2020-10-26T03:08:16.000000+0000,2020-10-26 23:48:01.000 +0000,1299484870771523586,BrunkerMichael,"Queensland’s agriculture industry keeps our economy strong, so we’re backing our farmers by slashing water prices for irrigation.

A re-elected Palaszczuk government will cut irrigation costs by up to 50 per cent for fruit and vegetable growers from 1 July 2021.

#qldjobs https://t.co/wl6ITKXVWO",,,,,,,,,,promise
Queensland Labor,Waterford,Shannon,Fentiman,https://twitter.com/ShannonFentiman,F,1320548630109908992,2020-10-26T02:11:42.000000+0000,2020-10-26 14:37:24.000 +0000,2186029770,ShannonFentiman,"Only 5 more days to go! On the hustings with @CraigCrawfordMP today.

The Palaszczuk Govt has a plan for our economic recovery and is committed to investing in more jobs for Qlders. 
Deb Frecklington &amp; the LNPs only plan for Qld is to cut, sack and sell. #dontrisklnpcuts #qldpol https://t.co/dAaQNoFiDB",,,,,,,,,,promise
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1320519478115852289,2020-10-26T00:15:52.000000+0000,2020-10-26 04:16:39.000 +0000,632577753,DebFrecklington,"The @LNPQLD has a comprehensive plan to tackle the ICE epidemic and get Qlders into jobs. We’ll invest $2 million and partner with the @nthqldcowboys for an awareness and mental health support program. This is backed up with an $8 million dedicated police ICE taskforce, (1/2) https://t.co/MIHo6KaEOK",,,,,,,,,,promise
Queensland Labor,Ipswich,Jennifer,Howard,https://twitter.com/JenMP4Ipswich,F,1320213496437551104,2020-10-25T04:00:00.000000+0000,2020-10-25 08:55:17.000 +0000,2697320623,JenMP4Ipswich,"The last time the LNP were in power, they cut thousands of jobs – and they’ll do it again.

They’ve committed to delivering a surplus within 4 years without borrowing, which means the only way they can deliver is by cutting jobs.

We can’t risk the LNP with our economic recovery. https://t.co/NyATDXB8F7",,,,,,,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320211887267565569,2020-10-25T03:53:36.000000+0000,2020-10-26 00:36:23.000 +0000,256833444,AnnastaciaMP,"Roaring into Townsville's Reid Park I can hear Queensland’s engine is revving as we head into the home straight of this election campaign🏎️🔥

@ScottStewartMP @AaronHarperMP @cr_leswalker #qldjobs #qldvotes https://t.co/souso6bSCe",,,,,,,,,,other
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320318939738456067,2020-10-25T10:59:00.000000+0000,2020-10-26 00:36:23.000 +0000,256833444,AnnastaciaMP,"We’re not going to turn our back on Queenslanders in the middle of hard times. 

In everything we do in every part of this great state - we will create jobs.

Secure, fair-paying jobs you can build a life around.

Jobs that will take us from recovery to prosperity. 

#qldvotes https://t.co/UhXZdS96dx",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320334794400669696,2020-10-25T12:02:00.000000+0000,2020-10-26 00:36:23.000 +0000,256833444,AnnastaciaMP,"Queensland - we have come so far and achieved so much during a pandemic that continues to wreak havoc across the world

Because we took swift and decisive action on the health front, we’re on the road to economic recovery.

That means jobs, jobs and more jobs.

#qldjobs #qldpol https://t.co/eYvBIF81zT",,,,,,,,,,promise
Queensland Labor,Gladstone,Glenn,Butcher,https://twitter.com/GlennButcherMP,M,1320513524087492608,2020-10-25T23:52:12.000000+0000,2020-10-26 05:36:44.000 +0000,3307517665,GlennButcherMP,Out at pre-poll with @JGilbertMP this morning. There’s a clear choice this election - the strong health response and clear economic plan of @AnnastaciaMP or the cuts and chaos of Deb Frecklington and the LNP. #QLDvotes #qldjobs #jobsnotcuts https://t.co/FfN6XNoC6v,,,,,,,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320554763281285120,2020-10-26T02:36:04.000000+0000,2020-10-26 22:47:58.000 +0000,256833444,AnnastaciaMP,"Queensland’s agriculture industry keeps our economy strong, so we’re backing our farmers by slashing water prices for irrigation.

A re-elected Palaszczuk government will cut irrigation costs by up to 50 per cent for fruit and vegetable growers from 1 July 2021.

#qldjobs https://t.co/fAZDyImTwf",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320554765621682177,2020-10-26T02:36:05.000000+0000,2020-10-26 22:47:58.000 +0000,256833444,AnnastaciaMP,"We have already frozen water prices this year and absorbed dam safety costs to provide relief for Queensland businesses hit hard by COVID-19.

This means more crops, more jobs, and more value for Queensland.

#qldjobs #qldvotes",,,,1320554763281285120,256833444,AnnastaciaMP,,,,promise
Queensland Labor,Gladstone,Glenn,Butcher,https://twitter.com/GlennButcherMP,M,1320558007655092225,2020-10-26T02:48:58.000000+0000,2020-10-26 05:36:44.000 +0000,3307517665,GlennButcherMP,"More support for Shane Hamilton, this time in Sarina! #QLDvotes #qldjobs #jobsnotcuts https://t.co/oI1SyjL5sY",,,,,,,,,,other
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1320477866103025664,2020-10-25T21:30:31.000000+0000,2020-10-26 11:47:11.000 +0000,2185743007,MichaelHealyMP,"There's never been a more important time to vote to keep Cairns working.
𝗖𝗮𝗺𝗽𝗯𝗲𝗹𝗹 𝗡𝗲𝘄𝗺𝗮𝗻 style chaos is NOT what Cairns needs now!

𝗩𝗢𝗧𝗘 𝟭 𝗛𝗘𝗔𝗟𝗬
👉 For Education
👉 For Health
👉 For Arts
👉 For Environment
👉For Small Business
👉For Jobs
👉For All Of Us https://t.co/twcGYexHbQ",,,,,,,,,,other
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1320567215976927232,2020-10-26T03:25:33.000000+0000,2020-10-26 11:47:11.000 +0000,2185743007,MichaelHealyMP,"Queensland cannot afford to risk Deb Frecklington and the LNP. She put us at risk with her reckless calls to open the borders and Queensland can’t afford her reckless plan to cut 30,000 Queensland jobs.

To keep Cairns on the road to recovery, 
 
VOTE 1️⃣  HEALY FOR CAIRNS",,,,1320567056815763461,2185743007,MichaelHealyMP,,,,cuts
Queensland Labor,Redcliffe,Yvette,D'Ath,https://twitter.com/YvetteDAth,F,1319484758821236736,2020-10-23T03:44:16.000000+0000,2020-10-23 04:12:13.000 +0000,279777404,YvetteDAth,".@DebFrecklington has confirmed the LNP is a boys club: “If you ever, ever have to get a job just because you're a woman, well work a bit harder.” 

Under @AnnastaciaMP, govt departments are beating @thelawcouncil's 30% target for briefing female barristers and I am proud of it!",,,,,,,,,,other
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1319089306191839232,2020-10-22T01:32:52.000000+0000,2020-10-22 11:30:26.000 +0000,632577753,DebFrecklington,"More than 16,000 manufacturing businesses in Queensland just like Patterson Glass on the Gold Coast will benefit from the @LNPQLD’s plan to reduce electricity costs by around 20% to stimulate the economy and create more jobs. #qldpol https://t.co/9vLGaOWZX4",,,,,,,,,,promise
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1319128406353604609,2020-10-22T04:08:14.000000+0000,2020-10-22 17:30:51.000 +0000,984808496,MarkBaileyMP,"@DebFrecklington @LNPQLD We all remember the @LNPQLD on manufacturing under you @DebFrecklington &amp; @CampbellNewman - ordered 75 trains from overseas that weren’t even disability compliant &amp; dumped Qld workers and their jobs. Shame! 

Liberals talk big &amp; do what they like if elected - it’s in yr DNA https://t.co/P9OSXrrz0G",,,,1319089306191839232,632577753,DebFrecklington,,,,cuts
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1319432205580464128,2020-10-23T00:15:26.000000+0000,2020-10-23 02:21:05.000 +0000,984808496,MarkBaileyMP,I’ve joined the Cuts Bus in Townsville highlighting @DebFrecklington &amp; @LNPQLD cuts that are inevitable for Qld if she became Premier in her rush to surplus during a global recession #jobsnotcuts https://t.co/FHiendxCun,,,,,,,1319421434179903488,1594710787,CiaraEJones,cuts
Queensland Greens,Sandgate,Miree,Le Roy,https://twitter.com/mireelr,F,1319127750360248320,2020-10-22T04:05:38.000000+0000,2020-10-22 05:19:59.000 +0000,28540502,mireelr,"@ljstone09 Because, after all, who shouldn't be given a $3,000 watch for doing their job🤷‍♀️🤷‍♀️",,,,1319126379883974656,28540502,mireelr,,,,other
Queensland Labor,Southport,Susie,Gallagher,https://twitter.com/susiesouthport,F,1319184274742968320,2020-10-22T07:50:15.000000+0000,2020-10-22 23:01:15.000 +0000,1298404589511651330,SusieSouthport,"Find out the facts about the 2nd M1 from Transport Minister, the Hon. Mark Bailey MP, who I sat down with recently to discuss all your community concerns.  Labor is the only party with a solid plan to alleviate traffic on the M1 for motorists and creating jobs. #qldjobs https://t.co/i9Dztn8Xk6",,,,,,,,,,promise
